id,date,title,keywords,paper_url,code_url,code_repo,stars_badge,recommendation,section,problem,method,core_idea,system_component,hardware_target,benchmark_dataset,benchmark_metric,implementation_status,reproducibility_level,limitation,evidence_grade
118,2024.08,[ACTIVATION SPARSITY] TRAINING-FREE ACTIVATION SPARSITY IN LARGE LANGUAGE MODELS(@MIT etc),ACTIVATION SPARSITY,https://arxiv.org/pdf/2408.14690,https://github.com/FasterDecoding/TEAL,TEAL,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,TRAINING-FREE ACTIVATION SPARSITY IN LARGE LANGUAGE MODELS(@MIT etc),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
119,2024.09,[VPTQ] VPTQ: EXTREME LOW-BIT VECTOR POST-TRAINING QUANTIZATION FOR LARGE LANGUAGE MODELS(@Microsoft),VPTQ,https://arxiv.org/pdf/2409.17066,https://github.com/microsoft/VPTQ,VPTQ,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,VPTQ: EXTREME LOW-BIT VECTOR POST-TRAINING QUANTIZATION FOR LARGE LANGUAGE MODELS(@Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
120,2024.11,[BitNet] BitNet a4.8: 4-bit Activations for 1-bit LLMs(@Microsoft),BitNet,https://arxiv.org/pdf/2411.04965,https://github.com/microsoft/unilm/tree/master/bitnet,bitnet,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,BitNet a4.8: 4-bit Activations for 1-bit LLMs(@Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
121,2025.04,[**BitNet v2**] BitNet v2: Native 4-bit Activations with Hadamard Transformation for 1-bit LLMs(@Microsoft),BitNet v2,https://arxiv.org/pdf/2504.18415,https://github.com/microsoft/unilm/tree/master/bitnet,bitnet,True,1,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,BitNet v2: Native 4-bit Activations with Hadamard Transformation for 1-bit LLMs(@Microsoft),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
122,2025.05,[**GuidedQuant**] GuidedQuant: Large Language Model Quantization via Exploiting End Loss Guidance (@SNU&SamsungAILab&Google),GuidedQuant,https://arxiv.org/pdf/2505.07004,https://github.com/snu-mllab/GuidedQuant,GuidedQuant,True,2,Weight/Activation Quantize/Compress,Reducing model size via quantization,Quantization/Compression,GuidedQuant: Large Language Model Quantization via Exploiting End Loss Guidance (@SNU&SamsungAILab&Google),Model weights/activations,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
123,2022.07,[**Continuous Batching**] Orca: A Distributed Serving System for Transformer-Based Generative Models(@Seoul National University etc),Continuous Batching,https://www.usenix.org/system/files/osdi22-yu.pdf,,,False,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,Orca: A Distributed Serving System for Transformer-Based Generative Models(@Seoul National University etc),Request scheduler,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,derived_analysis
124,2023.10,[**In-flight Batching**] NVIDIA TensorRT LLM Batch Manager(@NVIDIA),In-flight Batching,https://nvidia.github.io/TensorRT-LLM/batch_manager.html,https://github.com/NVIDIA/TensorRT-LLM,TensorRT-LLM,True,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,NVIDIA TensorRT LLM Batch Manager(@NVIDIA),Request scheduler,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
125,2023.11,[**DeepSpeed-FastGen 2x vLLM?**] DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference(@Microsoft),DeepSpeed-FastGen 2x vLLM?,https://github.com/microsoft/DeepSpeed/tree/master/blogs/deepspeed-fastgen,https://github.com/microsoft/DeepSpeed,deepspeed-fastgen,True,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference(@Microsoft),Request scheduler,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
126,2023.11,[Splitwise] Splitwise: Efficient Generative LLM Inference Using Phase Splitting(@Microsoft etc),Splitwise,https://arxiv.org/pdf/2311.18677.pdf,,,False,1,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,Splitwise: Efficient Generative LLM Inference Using Phase Splitting(@Microsoft etc),Request scheduler,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
127,2023.12,[SpotServe] SpotServe: Serving Generative Large Language Models on Preemptible Instances(@cmu.edu etc),SpotServe,https://arxiv.org/pdf/2311.15566.pdf,https://github.com/Hsword/SpotServe,SpotServe,True,1,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,SpotServe: Serving Generative Large Language Models on Preemptible Instances(@cmu.edu etc),Request scheduler,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
128,2023.10,[LightSeq] LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers(@UC Berkeley etc),LightSeq,https://arxiv.org/pdf/2310.03294.pdf,https://github.com/RulinShao/LightSeq,LightSeq,True,1,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers(@UC Berkeley etc),Request scheduler,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
129,2024.05,[vAttention] vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention(@Microsoft Research India),vAttention,https://arxiv.org/pdf/2405.04437,https://github.com/microsoft/vattention,vAttention,True,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention(@Microsoft Research India),Request scheduler,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
130,2024.07,[**vTensor**] vTensor: Flexible Virtual Tensor Management for Efficient LLM Serving(@Shanghai Jiao Tong University etc),vTensor,https://arxiv.org/pdf/2407.15309,https://github.com/intelligent-machine-learning/glake/tree/master/GLakeServe,vTensor,True,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,vTensor: Flexible Virtual Tensor Management for Efficient LLM Serving(@Shanghai Jiao Tong University etc),Request scheduler,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
131,2024.08,[Automatic Inference Engine Tuning] Towards SLO-Optimized LLM Serving via Automatic Inference Engine Tuning(@Nanjing University etc),Automatic Inference Engine Tuning,https://arxiv.org/pdf/2408.04323,,,False,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,Towards SLO-Optimized LLM Serving via Automatic Inference Engine Tuning(@Nanjing University etc),Request scheduler,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
132,2024.08,[**SJF Scheduling**] Efficient LLM Scheduling by Learning to Rank(@UCSD etc),SJF Scheduling,https://arxiv.org/pdf/2408.15792,,,False,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,Efficient LLM Scheduling by Learning to Rank(@UCSD etc),Request scheduler,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
133,2024.12,[**BatchLLM**] BatchLLM: Optimizing Large Batched LLM Inference with Global Prefix Sharing and Throughput-oriented Token Batching(@Microsoft),BatchLLM,https://arxiv.org/pdf/2412.03594,,,False,2,Continuous/In-flight Batching,Maximizing GPU utilization via batching,Dynamic batching,BatchLLM: Optimizing Large Batched LLM Inference with Global Prefix Sharing and Throughput-oriented Token Batching(@Micr,Request scheduler,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
134,2018.05,[Online Softmax] Online normalizer calculation for softmax(@NVIDIA),Online Softmax,https://arxiv.org/pdf/1805.02867.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Online normalizer calculation for softmax(@NVIDIA),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
135,2019.11,[MQA] Fast Transformer Decoding: One Write-Head is All You Need(@Google),MQA,https://arxiv.org/pdf/1911.02150.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Fast Transformer Decoding: One Write-Head is All You Need(@Google),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
136,2020.10,[Hash Attention] REFORMER: THE EFFICIENT TRANSFORMER(@Google),Hash Attention,https://arxiv.org/pdf/2001.04451.pdf,https://github.com/google/trax/tree/master/trax/models/reformer,reformer,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,REFORMER: THE EFFICIENT TRANSFORMER(@Google),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
137,2022.05,[**FlashAttention**] Fast and Memory-Efficient Exact Attention with IO-Awareness(@Stanford University etc),FlashAttention,https://arxiv.org/pdf/2205.14135.pdf,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Fast and Memory-Efficient Exact Attention with IO-Awareness(@Stanford University etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
138,2022.10,[Online Softmax] SELF-ATTENTION DOES NOT NEED O(n^2) MEMORY(@Google),Online Softmax,https://arxiv.org/pdf/2112.05682.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SELF-ATTENTION DOES NOT NEED O(n^2) MEMORY(@Google),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
139,2023.05,[FlashAttention] From Online Softmax to FlashAttention(@cs.washington.edu),FlashAttention,https://courses.cs.washington.edu/courses/cse599m/23sp/notes/flashattn.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,From Online Softmax to FlashAttention(@cs.washington.edu),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,derived_analysis
140,2023.05,"[FLOP, I/O] Dissecting Batching Effects in GPT Inference(@Lequn Chen)","FLOP, I/O",https://le.qun.ch/en/blog/2023/05/13/transformer-batching/,,,False,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Dissecting Batching Effects in GPT Inference(@Lequn Chen),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,derived_analysis
141,2023.05,[**GQA**] GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints(@Google),GQA,https://arxiv.org/pdf/2305.13245.pdf,https://github.com/google/flaxformer,flaxformer,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints(@Google),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
142,2023.06,[Sparse FlashAttention] Faster Causal Attention Over Large Sequences Through Sparse Flash Attention(@EPFL etc),Sparse FlashAttention,https://arxiv.org/pdf/2306.01160.pdf,https://github.com/epfml/dynamic-sparse-flash-attention,dynamic-sparse-flash-attention,True,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Faster Causal Attention Over Large Sequences Through Sparse Flash Attention(@EPFL etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
143,2023.07,[**FlashAttention-2**] Faster Attention with Better Parallelism and Work Partitioning(@Stanford University etc),FlashAttention-2,https://arxiv.org/pdf/2307.08691.pdf,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Faster Attention with Better Parallelism and Work Partitioning(@Stanford University etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
144,2023.10,[**Flash-Decoding**] Flash-Decoding for long-context inference(@Stanford University etc),Flash-Decoding,https://crfm.stanford.edu/2023/10/12/flashdecoding.html,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Flash-Decoding for long-context inference(@Stanford University etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
145,2023.11,[Flash-Decoding++] FLASHDECODING++: FASTER LARGE LANGUAGE MODEL INFERENCE ON GPUS(@Tsinghua University&Infinigence-AI),Flash-Decoding++,https://arxiv.org/pdf/2311.01282.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,FLASHDECODING++: FASTER LARGE LANGUAGE MODEL INFERENCE ON GPUS(@Tsinghua University&Infinigence-AI),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
146,2023.01,[SparseGPT] SparseGPT: Massive Language Models Can be Accurately Pruned in One-Shot(@ISTA etc),SparseGPT,https://arxiv.org/pdf/2301.00774.pdf,https://github.com/IST-DASLab/sparsegpt,sparsegpt,True,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SparseGPT: Massive Language Models Can be Accurately Pruned in One-Shot(@ISTA etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
147,2023.12,[**GLA**] Gated Linear Attention Transformers with Hardware-Efficient Training(@MIT-IBM Watson AI),GLA,https://arxiv.org/pdf/2312.06635.pdf,,,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Gated Linear Attention Transformers with Hardware-Efficient Training(@MIT-IBM Watson AI),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
148,2023.12,[SCCA] SCCA: Shifted Cross Chunk Attention for long contextual semantic expansion(@Beihang University),SCCA,https://arxiv.org/pdf/2312.07305.pdf,,,False,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SCCA: Shifted Cross Chunk Attention for long contextual semantic expansion(@Beihang University),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
149,2023.12,[**FlashLLM**] LLM in a flash: Efficient Large Language Model Inference with Limited Memory(@Apple),FlashLLM,https://arxiv.org/pdf/2312.11514.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,LLM in a flash: Efficient Large Language Model Inference with Limited Memory(@Apple),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
150,2024.03,[CHAI] CHAI: Clustered Head Attention for Efficient LLM Inference(@cs.wisc.edu etc),CHAI,https://arxiv.org/pdf/2403.08058.pdf,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,CHAI: Clustered Head Attention for Efficient LLM Inference(@cs.wisc.edu etc),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
151,2024.04,[DeFT] DeFT: Decoding with Flash Tree-Attention for Efficient Tree-structured LLM Inference(@Westlake University etc),DeFT,https://arxiv.org/pdf/2404.00242,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,DeFT: Decoding with Flash Tree-Attention for Efficient Tree-structured LLM Inference(@Westlake University etc),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
152,2024.04,[MoA] MoA: Mixture of Sparse Attention for Automatic Large Language Model Compression(@thu et el.),MoA,https://arxiv.org/pdf/2406.14909,https://github.com/thu-nics/MoA,MoA,True,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,MoA: Mixture of Sparse Attention for Automatic Large Language Model Compression(@thu et el.),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
153,2024.07,[**FlashAttention-3**] FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision(@TriDao etc),FlashAttention-3,https://tridao.me/publications/flash3/flash3.pdf,https://github.com/Dao-AILab/flash-attention,flash-attention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision(@TriDao etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
154,2024.07,[**MInference 1.0**] MInference 1.0: Accelerating Pre-filling for Long-Context LLMs via Dynamic Sparse Attention(@Microsoft),MInference 1.0,https://arxiv.org/pdf/2407.02490,https://github.com/microsoft/MInference,MInference 1.0,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,MInference 1.0: Accelerating Pre-filling for Long-Context LLMs via Dynamic Sparse Attention(@Microsoft),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
155,2024.07,[Shared Attention] Beyond KV Caching: Shared Attention for Efficient LLMs(@Kyushu University etc),Shared Attention,https://arxiv.org/pdf/2407.12866,https://github.com/metacarbon/shareAtt,shareAtt,True,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Beyond KV Caching: Shared Attention for Efficient LLMs(@Kyushu University etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
156,2024.09,[**CHESS**] CHESS : Optimizing LLM Inference via Channel-Wise Thresholding and Selective Sparsification(@Wuhan University),CHESS,https://arxiv.org/pdf/2409.01366,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,CHESS : Optimizing LLM Inference via Channel-Wise Thresholding and Selective Sparsification(@Wuhan University),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
157,2024.09,[INT-FLASHATTENTION] INT-FLASHATTENTION: ENABLING FLASH ATTENTION FOR INT8 QUANTIZATION(@PKU etc),INT-FLASHATTENTION,https://arxiv.org/pdf/2409.16997,https://github.com/INT-FlashAttention2024/INT-FlashAttention,INT-FlashAttention,True,1,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,INT-FLASHATTENTION: ENABLING FLASH ATTENTION FOR INT8 QUANTIZATION(@PKU etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
158,2024.10,[**SageAttention**] SAGEATTENTION: ACCURATE 8-BIT ATTENTION FOR PLUG-AND-PLAY INFERENCE ACCELERATION(@thu-ml),SageAttention,https://arxiv.org/pdf/2410.02367,https://github.com/thu-ml/SageAttention,SageAttention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SAGEATTENTION: ACCURATE 8-BIT ATTENTION FOR PLUG-AND-PLAY INFERENCE ACCELERATION(@thu-ml),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
159,2024.11,[**SageAttention-2**] SageAttention2: Efficient Attention with Thorough Outlier Smoothing and Per-thread INT4 Quantization(@thu-ml),SageAttention-2,https://arxiv.org/pdf/2411.10958,https://github.com/thu-ml/SageAttention,SageAttention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SageAttention2: Efficient Attention with Thorough Outlier Smoothing and Per-thread INT4 Quantization(@thu-ml),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
160,2024.11,[**Squeezed Attention**] SQUEEZED ATTENTION: Accelerating Long Context Length LLM Inference(@UC Berkeley),Squeezed Attention,https://arxiv.org/pdf/2411.09688,https://github.com/SqueezeAILab/SqueezedAttention,SqueezedAttention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SQUEEZED ATTENTION: Accelerating Long Context Length LLM Inference(@UC Berkeley),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
161,2024.12,[**TurboAttention**] TURBOATTENTION: EFFICIENT ATTENTION APPROXIMATION FOR HIGH THROUGHPUTS LLMS(@Microsoft),TurboAttention,https://arxiv.org/pdf/2412.08585,,,False,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,TURBOATTENTION: EFFICIENT ATTENTION APPROXIMATION FOR HIGH THROUGHPUTS LLMS(@Microsoft),Attention layer,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
162,2025.01,"[**FFPA**] FFPA: Yet another Faster Flash Prefill Attention with O(1) SRAM complexity for headdim > 256, ~1.5x faster than SDPA EA(@xlite-dev)",FFPA,https://github.com/xlite-dev/ffpa-attn,https://github.com/xlite-dev/ffpa-attn,ffpa-attn,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,"FFPA: Yet another Faster Flash Prefill Attention with O(1) SRAM complexity for headdim > 256, ~1.5x faster than SDPA EA(",Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
163,2025.03,[**SpargeAttention**] SpargeAttn: Accurate Sparse Attention Accelerating Any Model Inference(@thu-ml),SpargeAttention,https://arxiv.org/pdf/2502.18137,https://github.com/thu-ml/SpargeAttn,SpargeAttn,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SpargeAttn: Accurate Sparse Attention Accelerating Any Model Inference(@thu-ml),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
164,2025.04,[**MMInference**] MMInference: Accelerating Pre-filling for Long-Context Visual Language Models via Modality-Aware Permutation Sparse Attention(@microsoft),MMInference,https://arxiv.org/pdf/2504.16083,https://github.com/microsoft/MInference/,MInference,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,MMInference: Accelerating Pre-filling for Long-Context Visual Language Models via Modality-Aware Permutation Sparse Atte,Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
165,2025.04,[**Sparse Frontier**] The Sparse Frontier: Sparse Attention Trade-offs in Transformer LLMs (@Cohere),Sparse Frontier,https://arxiv.org/pdf/2504.17768,https://github.com/PiotrNawrot/sparse-frontier,SparseFrontier,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,The Sparse Frontier: Sparse Attention Trade-offs in Transformer LLMs (@Cohere),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
166,2024.12,[**Flex Attention**] FLEX ATTENTION: A PROGRAMMING MODEL FOR GENERATING OPTIMIZED ATTENTION KERNELS(@pytorch),Flex Attention,https://arxiv.org/pdf/2412.05496,https://github.com/pytorch-labs/attention-gym,attention-gym,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,FLEX ATTENTION: A PROGRAMMING MODEL FOR GENERATING OPTIMIZED ATTENTION KERNELS(@pytorch),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
167,2025.02,[**SeerAttention**] SeerAttention: Learning Intrinsic Sparse Attention in Your LLMs(@microsoft),SeerAttention,https://arxiv.org/abs/2410.13276,https://github.com/microsoft/SeerAttention,SeerAttention,True,3,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SeerAttention: Learning Intrinsic Sparse Attention in Your LLMs(@microsoft),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
168,2025.03,"[**Slim attention**] Slim attention: cut your context memory in half without loss of accuracy, K-cache is all you need for MHA(@OpenMachine.ai)",Slim attention,https://arxiv.org/pdf/2503.05840,https://github.com/OpenMachine-ai/transformer-tricks,OpenMchine,True,3,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,"Slim attention: cut your context memory in half without loss of accuracy, K-cache is all you need for MHA(@OpenMachine.a",Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
169,2025.05,[**SageAttention-3**] SageAttention3: Microscaling FP4 Attention for Inference and An Exploration of 8-bit Training(@thu-ml),SageAttention-3,https://arxiv.org/pdf/2505.11594,https://github.com/thu-ml/SageAttention,SageAttention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,SageAttention3: Microscaling FP4 Attention for Inference and An Exploration of 8-bit Training(@thu-ml),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
170,2025.04,[**Parallel Encoding**] APE: Faster and Longer Context-Augmented Generation via Adaptive Parallel Encoding(@cmu.edu&NVIDIA),Parallel Encoding,https://arxiv.org/pdf/2502.05431,https://github.com/Infini-AI-Lab/APE,APE,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,APE: Faster and Longer Context-Augmented Generation via Adaptive Parallel Encoding(@cmu.edu&NVIDIA),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
171,2025.04,[**Parallel Encoding**] Block-Attention for Efficient Prefilling(@Tencent etc),Parallel Encoding,https://arxiv.org/pdf/2409.15355,https://github.com/TemporaryLoRA/Block-attention,Block-attention,True,2,IO/FLOPs-Aware/Sparse Attention,Reducing attention computation/memory,Attention optimization,Block-Attention for Efficient Prefilling(@Tencent etc),Attention layer,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
172,2026.03,"[**NexusQuant**] NexusQuant: Training-Free KV Cache Compression via E8 Lattice Quantization and Temporal Predictive Coding — 7x compression, -2.26% PPL on Mistral-7B, drop-in one-liner",NexusQuant,https://github.com/nexusquant/nexusquant,https://github.com/nexusquant/nexusquant,nexusquant,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,NexusQuant: Training-Free KV Cache Compression via E8 Lattice Quantization and Temporal Predictive Coding — 7x compressi,KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
173,2019.11,[MQA] Fast Transformer Decoding: One Write-Head is All You Need(@Google),MQA,https://arxiv.org/pdf/1911.02150.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Fast Transformer Decoding: One Write-Head is All You Need(@Google),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
174,2022.06,[LTP] Learned Token Pruning for Transformers(@UC Berkeley etc),LTP,https://arxiv.org/pdf/2107.00910.pdf,https://github.com/kssteven418/LTP,LTP,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Learned Token Pruning for Transformers(@UC Berkeley etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
175,2023.05,[**GQA**] GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints(@Google),GQA,https://arxiv.org/pdf/2305.13245.pdf,https://github.com/google/flaxformer,flaxformer,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints(@Google),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
176,2023.05,[KV Cache Compress] Scissorhands: Exploiting the Persistence of Importance Hypothesis for LLM KV Cache Compression at Test Time(@),KV Cache Compress,https://arxiv.org/pdf/2305.17118.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Scissorhands: Exploiting the Persistence of Importance Hypothesis for LLM KV Cache Compression at Test Time(@),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
